OBJECTID,PS_ID,Longitude,Latitude,Mean_Veloc,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108
24,141791,113.45713,22.154369,1.745016,0,11.795081,-14.767138,1.62769,11.926265,9.326078,3.138619,-4.985488,-5.740159,6.264835,-6.654705,8.597115,13.681839,-3.062534,8.296982,5.41715,4.947533,1.392891,18.558517,25.3689,5.755535,1.657397,12.239796,0.121874,-2.697083,21.312168,7.606887,19.170948,3.607463,6.532821,-0.80166,5.815344,-5.655494,11.402706,1.604828,21.132774,-0.818432,20.049614,11.74189,20.588154,4.388421,16.320559,15.077323,2.953506,14.418077,-5.625821,19.069147,11.699263,0.888513,21.474472,-1.269024,4.260189,14.235192,20.93672,22.753582,21.885506,17.921516,16.518047,9.437938,2.686371,30.28495,13.648308,17.349478,14.656551,2.610243,13.458846,20.497604,10.533438,-13.386207,9.060103,11.891294,14.754847,8.42402,3.167369,13.427979,30.624321,18.210407,26.53767,9.578897,2.826946,25.311989,21.650717,6.873746,5.811216,21.048195,27.256966,27.771225,20.188129,15.319236,4.330536,9.239832,16.105768,32.140617,13.377508,24.990276,39.899693,11.267097,19.344223,7.235198,10.076857,4.566403,25.813091,7.219531,15.657171
25,141832,113.528275,22.166431,-1.399203,0,15.935757,7.090482,-22.386333,-12.682231,-12.784235,-6.70529,6.463924,8.938855,-7.538745,12.446032,12.282677,1.005082,-11.434144,9.771321,-7.221977,-4.3876,4.068361,-10.671583,5.535903,13.278279,1.645774,5.732948,21.860912,3.743994,8.032326,8.256721,7.216931,7.432991,10.773152,8.075327,-0.483584,3.407873,11.341819,0.530595,20.907923,2.45658,-2.075624,-1.823705,-3.093724,-4.685336,2.955509,16.701666,1.857281,9.551524,-3.667762,10.569868,1.16832,2.800809,1.24701,-9.703794,-15.747158,-10.231583,-2.842997,-1.821137,-5.710284,-5.204221,-7.185914,5.789006,-18.267704,3.01106,-12.646809,-8.500401,-12.407585,-12.190203,-7.642856,-12.028731,-9.49025,-27.869909,0.832079,-0.05882,-5.757426,-11.493179,0.831322,-11.504806,-9.470781,-10.079159,-4.377886,-3.730403,-9.365508,7.567873,6.048126,0.583658,-9.106625,-11.430893,-0.954905,-8.751903,-8.554051,-10.073428,-7.404543,-10.38411,-3.193316,-1.950895,3.995542,1.346099,-2.292278,-11.694077,-8.044086,-13.764469,-9.249215,-11.557429,-5.078478,4.445353,-11.833181
26,141845,113.528496,22.166449,-1.210342,0,23.17728,-15.500188,-8.462539,-14.482155,-9.67784,-6.054184,-7.283731,-7.975502,-6.952163,-2.061681,-8.480191,-17.211185,-22.018087,-20.000244,-20.775391,-19.902931,-2.264492,-22.305885,-4.643299,3.198665,-4.241459,-2.731538,8.201652,-3.280881,-4.923485,-5.664728,-5.90486,-5.573175,-1.512952,-3.92069,-10.496795,-8.106038,1.231578,-10.56293,9.310769,-7.382205,-11.87095,-10.530431,-9.217294,-11.217241,-5.893487,-16.649839,-9.43404,-2.263289,-13.531465,1.455321,-6.670491,-6.541254,-7.62202,-16.038334,-21.134907,-17.604378,-10.591425,-7.861697,-12.756361,-13.429527,-15.809256,-0.568693,-28.502911,-4.382246,-18.810097,-15.685547,-18.76285,-18.397352,-14.127232,-18.407787,-17.924217,-34.985241,-11.63382,-7.123641,-13.909695,-16.507473,-8.388047,-17.735561,-14.662221,-14.783897,-12.44945,-14.018307,-17.346405,-1.918667,-3.652682,-9.883948,-19.466648,-21.613762,-11.592152,-14.460419,-15.775106,-18.034168,-16.58724,-18.780085,-10.637916,-10.941036,-5.4286,-11.67199,-12.196896,-20.564457,-16.879023,-19.241625,-16.600466,-18.10717,-13.471668,-2.392647,-18.277115
27,141853,113.528076,22.166367,-2.056108,0,11.30541,-0.209566,-25.847031,-18.411022,-20.42141,-14.251225,-6.367481,-2.517658,-5.557995,18.008915,12.87076,-3.714744,-31.819937,-10.263861,-31.413494,-18.073395,-4.904723,-21.469727,-5.606388,4.183648,-4.462048,-3.670693,10.79483,-6.017238,-6.835344,-4.44022,-7.199676,-7.745863,-2.319077,-6.267725,-12.97362,-9.01515,0.415547,-10.049197,8.425753,-10.956584,-15.433266,-14.366343,-13.108563,-17.293709,-8.150542,2.397029,-10.430289,-4.062426,-13.412434,2.344669,-9.328707,-10.224387,-9.057119,-22.998749,-29.236536,-22.346256,-14.259303,-13.914017,-16.422035,-15.329094,-17.775436,-2.25166,-31.670835,-7.602173,-26.363476,-21.391685,-26.211494,-26.567486,-18.702183,-23.436203,-22.829172,-41.098297,-13.440979,-11.22714,-17.956337,-24.648705,-11.630734,-26.604866,-23.222279,-21.638023,-16.992931,-16.276279,-21.546101,-6.849317,-8.046434,-12.265912,-24.326597,-23.227362,-14.028234,-23.040375,-22.271231,-21.886852,-21.722599,-25.141365,-15.924311,-16.183155,-7.20613,-10.329268,-14.107542,-25.126595,-21.634422,-27.747267,-23.510891,-25.616686,-19.271088,-7.903627,-25.628454
28,141874,113.456963,22.154167,1.800151,0,7.841747,-20.188667,-2.599277,9.985315,6.03746,-2.128916,-8.022552,-7.817233,3.493632,-9.10684,7.927075,9.783193,-8.058415,2.986705,-1.89657,-3.584565,-5.102223,12.870831,20.498558,2.083176,-1.86506,8.735889,-6.967041,-8.230659,16.115337,2.464479,12.434265,-2.547967,2.278481,1.583093,-0.996224,-8.454641,7.686477,-0.298769,18.229404,-2.302751,18.639914,7.507854,17.753448,-0.895567,12.415429,13.467356,-0.288191,10.707842,-8.561149,14.8027,7.20815,-3.073147,14.915503,-7.730188,-2.941636,9.687153,15.150996,19.226904,17.148262,15.187324,13.751144,5.999509,-2.499207,25.827663,9.293375,11.511831,8.814443,-3.207682,9.210815,15.662457,7.280355,-18.309856,6.194777,4.777082,10.545061,3.773028,-2.499217,7.549894,25.809959,12.866092,21.55769,3.255379,-2.367119,23.746693,20.035418,2.975534,3.155545,17.537693,24.694004,22.004875,17.019417,12.332529,-0.569658,7.273223,11.599389,26.362434,10.408022,22.738178,38.787624,10.349943,16.442436,2.995064,6.813351,0.855654,21.609112,5.580729,12.97728
29,141875,113.4571,22.15419,0.9237,0,6.465414,-17.976316,2.547686,10.570589,8.598133,1.843784,-4.235553,-5.840418,5.368168,-8.346153,8.105668,9.441683,-5.487909,3.666036,0.754516,-0.369421,-3.187843,14.99773,23.100298,2.597692,0.173873,9.981033,1.943785,-6.862545,19.945328,5.952422,17.320827,2.939287,4.620924,6.322039,-0.739058,-14.074986,0.997151,-5.2627,11.808687,-6.683295,12.699596,3.637937,14.418451,-1.601879,7.507552,6.684714,-0.617796,7.14375,-13.436563,15.467705,4.061465,-6.596451,14.103624,-10.54435,-7.288171,3.279029,16.252422,12.522839,14.751499,3.749864,10.299791,4.825317,-4.329207,22.602173,3.898636,6.913051,5.816432,-5.883577,5.130892,13.179239,2.931909,-21.977497,1.558983,2.251984,8.134642,-0.805754,-5.059311,4.395539,22.177214,9.949857,18.355618,1.931326,-3.647647,19.426325,15.582596,-1.098029,5.146513,14.008003,21.14345,19.293625,11.90572,7.065821,-2.862795,1.455819,6.974931,24.525816,5.41176,18.558947,33.480267,4.645101,12.111147,-1.531749,2.171622,-4.899103,17.567404,1.021374,8.699976
30,141895,113.527443,22.166159,-2.128014,0,7.659009,-6.542976,-18.141878,-18.438835,-17.863426,-8.500361,-8.632626,11.073887,-0.472039,17.939499,19.317305,-5.648401,-13.378368,2.208339,-15.006659,0.684405,-11.818758,-20.254797,-10.697994,4.891143,-2.257407,-8.790234,1.457866,8.126942,5.994903,4.346368,4.479449,-0.359586,3.703639,0.923174,-5.432924,2.072918,14.229607,0.899034,20.631842,0.616029,-4.571678,-4.265433,-3.728101,-9.867386,0.68016,5.372283,-0.702633,8.306456,-1.575151,15.353619,3.635368,-2.09093,1.487519,-19.12291,-25.985901,-13.772617,-9.040771,-7.3734,-6.167787,-4.22348,-7.572624,4.498435,-23.593664,-0.817959,-20.948654,-12.222168,-17.661615,-22.436375,-17.047812,-19.679581,-15.330072,-35.443947,-7.278088,-3.18381,-10.476645,-20.396759,-2.482996,-22.233025,-19.283779,-17.660097,-10.059072,-12.831049,-17.131931,0.772582,-2.374177,-6.630651,-18.679441,-18.217245,-9.345891,-22.12113,-17.283289,-20.36315,-20.097439,-19.183033,-7.981717,-11.034881,2.425393,-4.353878,-10.393218,-24.650017,-18.968426,-26.435434,-21.005758,-23.904427,-17.586306,-3.728308,-19.50367
31,141931,113.456978,22.154011,1.546343,0,8.795578,-19.919117,-2.107233,9.938254,5.949434,-1.102103,-7.671302,-6.941642,5.465419,-7.607797,9.418512,11.259375,-8.331533,4.070365,-0.627839,-1.763936,-4.397929,14.518885,21.339113,2.853614,0.03638,9.859902,-3.593158,-6.658062,17.026159,3.545323,12.715952,-2.02397,1.732452,3.480189,-0.365005,-9.866348,7.709258,0.286471,18.099848,-3.311991,16.814739,7.268611,16.214865,-1.789343,11.520227,11.094466,0.204439,11.622476,-8.757843,15.003185,7.238281,-3.635819,15.774485,-8.458937,-2.954962,8.900266,14.833376,17.874176,17.798498,14.420116,13.437792,6.255261,-2.462253,25.146402,8.301013,10.735712,8.406626,-3.418233,8.049288,15.701094,6.97287,-17.729404,6.411273,5.841972,10.574696,2.361717,-3.20017,7.314585,23.677109,11.803328,19.972469,3.27864,-1.830224,23.242277,20.224056,1.572082,2.783372,17.239487,24.255922,20.265079,15.414461,10.395428,-0.692377,5.644272,10.887575,27.555723,10.455534,22.272554,37.58165,9.516054,15.84726,0.910089,4.648574,-0.559394,19.976522,3.928724,13.050944
32,141946,113.520874,22.16489,-1.244801,0,-2.227239,-13.740873,-13.285397,-11.526233,-9.856708,-3.953942,-16.508272,-15.842339,-14.270933,-3.644476,-15.013963,-19.435457,-19.328489,-19.423676,-22.070627,-13.914681,-24.30571,-2.562651,-14.769265,-12.232561,-19.925095,-15.647408,-8.304027,-13.714945,-15.625336,-13.901939,-13.209747,-16.101517,-9.942326,-15.99662,-19.509605,-20.546953,-9.561102,-25.192692,-9.278324,-16.551161,-20.841919,-20.250475,-16.90914,-13.250854,-14.853672,-19.283861,-23.715397,-15.91515,-34.969894,-16.577513,-24.737526,-20.654148,-21.366119,-18.508095,-24.31097,-27.289707,-26.03577,-19.045349,-25.182474,-26.942955,-38.829872,-16.473021,-43.411095,-15.575691,-24.15456,-27.462337,-25.258816,-25.874405,-20.813618,-27.733887,-28.302528,-43.917572,-15.827141,-20.266819,-27.903625,-20.377121,-23.808134,-14.523037,-15.070722,-17.488024,-20.253351,-22.437263,-19.263626,-17.440449,-8.468552,-20.425001,-20.14514,-27.759953,-23.582848,-13.299114,-19.116186,-20.809486,-15.426645,-28.784849,-17.626501,-5.365788,-21.836138,-31.199772,-21.316757,-25.028971,-24.925232,-18.561981,-17.469696,-19.797375,-19.941744,-18.176443,-22.836937
33,141947,113.520584,22.164841,-2.069413,0,-5.92156,-17.034428,-15.388007,-15.810433,-15.208242,-8.905647,-20.169941,-20.600157,-16.647097,-6.023703,-18.336956,-22.38422,-24.374489,-26.141817,-27.893391,-22.050484,-31.921709,-6.849236,-17.248665,-16.126318,-23.189123,-19.836361,-13.925219,-17.0541,-20.549046,-19.03548,-20.025291,-20.021299,-18.594831,-22.547905,-26.128971,-26.832417,-15.83872,-32.147701,-15.657628,-23.844786,-27.237349,-28.67215,-24.247009,-21.380232,-23.783518,-27.073032,-31.400541,-22.43121,-40.058125,-23.022579,-27.22739,-22.701225,-25.693188,-25.334276,-29.317726,-31.965034,-31.07748,-22.104069,-28.760168,-29.570133,-39.759048,-22.692677,-48.263149,-22.683971,-31.805914,-31.537027,-32.76165,-33.36787,-29.945547,-33.01207,-35.467766,-55.687706,-24.708765,-26.297503,-33.798588,-29.437439,-31.411676,-27.590424,-27.877289,-28.965809,-29.809471,-32.431168,-28.025999,-26.645039,-13.423882,-30.168468,-27.582092,-36.888542,-31.689892,-23.203564,-28.828114,-31.30164,-27.930071,-36.084805,-25.352884,-15.819807,-33.192173,-41.598366,-30.139139,-33.377228,-35.431641,-30.801497,-30.133102,-32.543663,-32.061764,-27.713089,-31.780561
34,141949,113.520744,22.164867,-0.958,0,-4.021881,-12.311668,-12.634169,-11.26738,-10.66449,-4.455712,-15.936543,-15.500083,-10.265408,-1.644073,-12.364458,-15.456294,-14.955578,-18.577932,-20.408775,-15.019176,-21.929016,2.524952,-10.254095,-8.825001,-17.004515,-12.472193,-4.897772,-8.734322,-12.41299,-10.349865,-11.570136,-12.239785,-8.570466,-13.49052,-16.68894,-18.745977,-5.726668,-23.327971,-8.172771,-14.462414,-17.804396,-17.889498,-14.178792,-11.597082,-13.184205,-14.75656,-20.432047,-11.432058,-31.532995,-13.764179,-17.936049,-13.713647,-16.972286,-14.840962,-15.683815,-21.117437,-20.102617,-12.48257,-20.082396,-21.436584,-31.227921,-12.876058,-37.455418,-8.787651,-20.777229,-20.813931,-20.285025,-20.459507,-17.991142,-20.515192,-23.610683,-40.577896,-14.040208,-14.423227,-20.589685,-16.59828,-18.151978,-15.114889,-14.385773,-16.641407,-17.456223,-18.439863,-15.387919,-12.526063,-2.22049,-17.099003,-15.390265,-23.794792,-17.255917,-8.794416,-14.048088,-18.506241,-12.326679,-22.879627,-16.44647,-4.173809,-18.604092,-28.091663,-16.394985,-20.664684,-21.345089,-17.383577,-16.173067,-18.57765,-15.900416,-13.619513,-19.22081
35,141961,113.457214,22.153986,1.671274,0,9.527135,-15.935824,-0.244421,11.938877,8.503943,0.776695,-7.179226,-7.022477,2.402831,-9.115792,5.064411,6.866291,-8.235426,3.274267,-4.004156,-8.755707,-6.10269,12.547976,18.826521,-1.712509,-5.121915,5.705734,-3.734866,-0.735466,17.67226,2.983195,13.430889,-0.841024,1.837843,4.297339,0.24123,-12.633182,6.429861,1.949597,19.716686,-0.995827,19.329857,8.384213,15.258546,-0.492992,12.965841,13.453942,-2.008316,9.692427,-7.707471,13.172575,4.109678,-4.109222,17.372787,-7.638022,-4.099043,14.72943,18.186565,21.774513,21.632809,15.078532,13.696294,11.192936,-0.003386,29.986057,10.977808,12.900997,10.480495,0.426921,9.921293,17.496637,7.632187,-14.304524,5.444078,8.45607,6.960922,1.349551,-1.003734,8.563467,24.67638,11.549784,16.263531,5.056482,-3.186574,17.876694,16.683466,1.849252,-2.952349,15.851668,20.154099,21.360153,20.340088,9.877876,-1.782375,6.783753,16.624352,30.813675,11.647861,18.226757,32.766724,8.363758,12.995446,6.210299,8.758228,-0.306846,23.534657,3.694769,12.547108
36,142043,113.520767,22.164698,-0.652463,0,-3.08624,-13.728274,-13.303057,-13.399054,-11.56655,-5.263322,-15.394073,-14.254819,-11.907716,-0.898046,-13.254917,-15.130567,-16.058226,-18.845846,-20.89546,-14.771049,-22.672295,0.987664,-10.04587,-8.256779,-15.665318,-11.698152,-4.168546,-8.289306,-11.914207,-10.038142,-12.133665,-12.028034,-8.739174,-13.687606,-15.431636,-18.592197,-5.197638,-21.235945,-6.690895,-14.785003,-18.237829,-17.466991,-13.64443,-10.903125,-12.575142,-15.298451,-19.469423,-11.161192,-29.230963,-13.41099,-16.429552,-12.333271,-14.941217,-13.790852,-17.221176,-20.746817,-18.54608,-10.562778,-17.557137,-18.185074,-27.184441,-9.281149,-35.37841,-8.569504,-18.432686,-19.477833,-19.126255,-18.799311,-16.359846,-19.651909,-21.222759,-39.781166,-11.321409,-11.916778,-18.535892,-15.88922,-17.526005,-13.709763,-12.41236,-15.61215,-16.965443,-16.904129,-12.882089,-11.078359,1.380652,-14.527931,-11.915487,-21.635935,-16.14185,-8.175558,-14.023806,-17.512671,-10.73544,-21.242887,-12.718716,-1.604409,-17.886524,-25.674076,-14.383965,-18.335512,-19.9356,-15.144964,-15.191469,-17.023724,-16.12882,-11.840001,-16.680876
37,142046,113.457245,22.153831,1.754279,0,11.673754,-16.004805,0.543786,12.67934,8.944327,2.41192,-5.267534,-5.409056,5.133036,-4.659233,8.643998,11.291722,-4.799528,6.558432,1.104303,2.817739,-1.829062,15.133278,22.402164,2.414778,-1.094843,8.733082,-1.307585,-0.203655,19.130123,5.580172,15.652356,0.835685,5.362725,9.121004,1.689324,-7.933037,9.607219,4.530897,21.11801,0.63975,20.539745,10.303627,18.592762,1.791626,14.799613,15.106261,1.920998,13.959724,-5.920489,16.751087,9.16772,-1.425473,20.394581,-4.105433,0.503515,13.530609,18.738533,21.756046,21.70993,15.878073,16.252087,11.120209,1.660909,30.312265,11.939461,14.356554,12.531347,1.781349,11.91896,19.551876,10.268143,-11.784472,9.286334,10.858314,10.554522,6.005667,1.625878,10.985043,27.657408,16.488001,23.668274,7.929996,1.120874,23.446537,19.809628,5.704657,3.026511,20.356245,25.857014,25.744829,19.961855,14.157913,3.693252,8.557895,14.419292,32.49649,12.758354,23.511852,39.752644,13.076414,19.127623,6.519359,9.208242,3.077693,26.136236,6.61462,14.810682
38,142047,113.45739,22.153854,1.345924,0,16.975565,-14.559329,2.122614,18.251295,13.063057,7.996431,-1.756401,-0.317638,9.344888,-4.116566,12.032149,14.251659,-0.494409,9.086448,5.588654,6.981046,1.577015,19.604239,24.819149,3.959085,3.094722,13.78563,6.609011,3.744116,24.832722,12.327289,20.752474,4.056514,11.16241,17.893797,14.970743,-7.316243,12.260821,7.350329,21.142591,1.699688,24.422195,13.797942,21.334372,5.649318,17.55187,16.95293,5.984021,15.945357,-4.606771,20.369877,11.253005,1.166053,21.404087,-1.272921,2.675723,12.451565,16.154812,22.336922,18.071358,16.530697,15.732019,11.281988,1.920366,32.332115,13.146811,17.905758,15.769177,3.614999,13.287586,23.279106,15.305307,-6.871646,12.885916,12.172741,13.343535,8.348749,4.048711,14.498732,32.419022,17.175463,25.312752,10.650263,3.064919,21.262691,22.249043,7.122111,5.694282,23.728836,28.928772,28.645611,19.930466,14.429649,6.916468,5.856044,17.99568,22.86128,18.405415,23.509644,38.448154,11.457588,19.388607,5.055572,11.834885,0.12058,27.264286,12.814278,20.707266
39,142050,113.528946,22.166079,-0.387426,0,15.625827,-0.117949,-25.394608,-27.896561,-21.432293,-10.619504,-16.128298,-15.676137,-6.091534,16.363632,-5.637343,-13.345461,-13.765448,-18.388065,-18.49258,-14.041433,-15.946348,-15.432778,-0.371561,9.634772,-11.277723,-15.93795,19.381123,-13.451238,-16.47398,-17.665859,5.830478,-19.823488,-15.171162,-18.035875,-17.955151,-21.227665,8.829297,-9.080639,8.99723,-8.914699,-5.70542,-7.251657,-10.059417,-6.269595,-2.698514,-6.272188,-13.373841,-4.117021,-21.463028,7.618819,-11.608195,-20.468248,-7.159678,-4.465417,-13.147956,-14.019087,-9.223276,-2.113626,-12.819038,-10.356044,-18.473843,-0.19428,-26.451256,-0.182006,-7.102021,-12.031677,-16.044529,-10.853201,-7.047272,-13.60885,-14.912657,-33.154438,-1.709137,-5.853852,-13.668772,-16.774237,-6.945767,-12.779905,-16.626928,-16.841049,-18.141258,-29.713017,-11.317966,-8.938792,7.96322,-4.423119,-15.770353,-16.207716,-9.685391,-2.476089,-14.889383,-8.01017,-6.65514,-20.833336,2.152956,-10.26874,-16.399555,-5.709848,-9.077829,-17.765306,-8.167518,-15.47747,-13.727179,-11.382705,-2.321488,-7.763611,-22.845888
40,142051,113.52095,22.164713,-1.149043,0,-1.28714,-13.616636,-13.885447,-12.202888,-12.154009,-3.379286,-16.434633,-15.521013,-13.530688,-3.574197,-14.917405,-19.908058,-20.762671,-21.072241,-23.745455,-16.505833,-26.71616,-3.692852,-15.272203,-13.16798,-20.702866,-16.99,-8.449376,-13.862538,-16.389217,-14.275436,-16.126667,-16.481907,-11.992006,-18.199644,-19.481857,-22.339336,-9.868996,-23.562132,-10.523142,-18.426922,-21.887026,-21.09564,-17.603458,-14.591605,-15.787307,-19.711342,-24.103584,-16.799753,-34.689323,-16.937363,-25.294792,-19.898132,-20.301329,-19.352404,-22.980925,-26.458572,-25.019592,-17.677824,-24.915194,-25.796068,-36.945282,-17.539434,-42.090252,-16.347734,-24.364143,-26.253851,-25.47163,-25.190025,-22.205112,-26.691893,-28.102627,-44.718796,-19.070473,-18.101078,-25.769812,-21.495581,-23.484715,-18.437616,-17.035423,-19.978872,-22.138517,-22.670242,-19.497135,-17.397968,-6.806272,-20.696804,-18.845179,-27.485645,-22.290728,-12.776917,-19.550541,-22.865107,-16.337971,-28.407068,-19.063375,-7.802495,-20.182318,-30.099134,-19.819147,-23.80411,-24.00564,-20.190058,-18.918177,-20.073256,-20.440317,-17.126026,-21.955389
41,142052,113.520607,22.164654,-2.046775,0,-4.040998,-15.519431,-14.642372,-15.136084,-14.500742,-7.902482,-18.459995,-18.71117,-14.907655,-4.867487,-16.506907,-20.401867,-22.73218,-24.666788,-26.909462,-21.829878,-30.156321,-5.626341,-16.027428,-13.98094,-21.002234,-17.492168,-11.434877,-14.745294,-19.069704,-17.625355,-18.888119,-19.522675,-17.646515,-21.616964,-24.17605,-25.785357,-13.06564,-28.991306,-13.840556,-22.845722,-25.577372,-26.518297,-22.190863,-20.314062,-21.696976,-25.456947,-28.248161,-18.815857,-36.802837,-21.489599,-25.867971,-21.842979,-24.172594,-24.636288,-28.329418,-31.299503,-29.070141,-21.078054,-26.189837,-27.012381,-37.140507,-19.851725,-46.359398,-20.713587,-30.390095,-31.02457,-31.106735,-31.838728,-28.829763,-31.68804,-32.990112,-53.173065,-23.204897,-23.142525,-30.678537,-28.314922,-30.015205,-27.279936,-27.465714,-28.801298,-29.941292,-30.333038,-25.369606,-24.140049,-10.460441,-27.98008,-25.000231,-34.816154,-30.036398,-22.259064,-27.921644,-30.981106,-25.828617,-34.531128,-24.315254,-13.002176,-30.517609,-39.65271,-28.422485,-33.010628,-34.134975,-29.493103,-29.305601,-31.285217,-31.337883,-26.031544,-29.272404
42,142070,113.528412,22.165941,-1.638911,0,-1.153196,-16.657833,-20.993626,-30.630478,-22.622276,-23.245224,-11.204719,-18.496025,-7.838574,-5.750326,-2.394664,-18.254225,-42.769176,-23.620392,-37.141102,-32.854378,-14.127134,-39.815979,-23.199135,-3.206249,-20.523491,-15.152945,-4.653189,-0.603516,-12.313998,-25.39436,-5.135263,-6.086338,-12.328315,-4.490989,-30.00378,-15.131091,4.264954,-10.750418,7.310543,-20.877346,-11.257936,-10.961821,-19.570402,-14.826227,-1.790245,-10.970703,-21.955349,-10.357593,-31.566673,-11.151621,-21.150753,-4.370588,-13.892431,-33.684315,-25.145035,-23.403347,-17.713192,-5.441053,-23.412468,-5.728129,-23.207022,-5.165953,-29.233545,-2.544007,-31.631088,-18.823431,-31.553268,-45.490273,-9.253702,-22.254385,-28.64995,-44.937393,-22.342567,-14.680284,-23.027847,-39.740837,-11.657079,-30.247387,-17.824419,-38.637054,-13.296942,-20.627544,-16.525257,-4.920497,-8.411278,-23.448637,-27.366127,-37.325409,-17.458673,-34.940735,-36.915863,-33.522038,-36.832703,-39.654156,-11.435494,-27.987125,-12.329148,-19.875854,-10.113375,-30.652193,-36.041977,-36.080444,-33.806915,-23.235538,-34.606182,-2.256734,-45.162937
